symbol,ticker,name,sector,isin
HINDPETRO,HINDPETRO.NS,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,INE094A01015
HINDUNILVR,HINDUNILVR.NS,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,INE030A01027
HINDZINC,HINDZINC.NS,Hindustan Zinc Ltd.,Metals & Mining,INE267A01025
POWERINDIA,POWERINDIA.NS,Hitachi Energy India Ltd.,Capital Goods,INE07Y701011
HOMEFIRST,HOMEFIRST.NS,Home First Finance Company India Ltd.,Financial Services,INE481N01025
HONASA,HONASA.NS,Honasa Consumer Ltd.,Fast Moving Consumer Goods,INE0J5401028
HONAUT,HONAUT.NS,Honeywell Automation India Ltd.,Capital Goods,INE671A01010
HUDCO,HUDCO.NS,Housing & Urban Development Corporation Ltd.,Financial Services,INE031A01017
HYUNDAI,HYUNDAI.NS,Hyundai Motor India Ltd.,Automobile and Auto Components,INE0V6F01027
ICICIBANK,ICICIBANK.NS,ICICI Bank Ltd.,Financial Services,INE090A01021
ICICIGI,ICICIGI.NS,ICICI Lombard General Insurance Company Ltd.,Financial Services,INE765G01017
ICICIAMC,ICICIAMC.NS,ICICI Prudential Asset Management Company Ltd.,Financial Services,INE346A01027
ICICIPRULI,ICICIPRULI.NS,ICICI Prudential Life Insurance Company Ltd.,Financial Services,INE726G01019
IDBI,IDBI.NS,IDBI Bank Ltd.,Financial Services,INE008A01015
IDFCFIRSTB,IDFCFIRSTB.NS,IDFC First Bank Ltd.,Financial Services,INE092T01019
IFBIND,IFBIND.NS,IFB Industries Ltd.,Consumer Durables,INE559A01017
IFCI,IFCI.NS,IFCI Ltd.,Financial Services,INE039A01010
IIFLCAPS,IIFLCAPS.NS,IIFL Capital Services Ltd.,Financial Services,INE489L01022
IIFL,IIFL.NS,IIFL Finance Ltd.,Financial Services,INE530B01024
INOXINDIA,INOXINDIA.NS,INOX India Ltd.,Capital Goods,INE616N01034
IRB,IRB.NS,IRB Infrastructure Developers Ltd.,Construction,INE821I01022
IRCON,IRCON.NS,IRCON International Ltd.,Construction,INE962Y01021
ITCHOTELS,ITCHOTELS.NS,ITC Hotels Ltd.,Consumer Services,INE379A01028
ITC,ITC.NS,ITC Ltd.,Fast Moving Consumer Goods,INE154A01025
ITI,ITI.NS,ITI Ltd.,Telecommunication,INE248A01017
INDGN,INDGN.NS,Indegene Ltd.,Healthcare,INE065X01017
INDIACEM,INDIACEM.NS,India Cements Ltd.,Construction Materials,INE383A01012
INDIAGLYCO,INDIAGLYCO.NS,India Glycols Ltd.,Fast Moving Consumer Goods,INE560A01023
INDIASHLTR,INDIASHLTR.NS,India Shelter Finance Corporation Ltd.,Financial Services,INE922K01024
INDIAMART,INDIAMART.NS,Indiamart Intermesh Ltd.,Consumer Services,INE933S01016
INDIANB,INDIANB.NS,Indian Bank,Financial Services,INE562A01011
IEX,IEX.NS,Indian Energy Exchange Ltd.,Financial Services,INE022Q01020
INDHOTEL,INDHOTEL.NS,Indian Hotels Co. Ltd.,Consumer Services,INE053A01029
IMFA,IMFA.NS,Indian Metals & Ferro Alloys Ltd.,Metals & Mining,INE919H01018
IOC,IOC.NS,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,INE242A01010
IOB,IOB.NS,Indian Overseas Bank,Financial Services,INE565A01014
IRCTC,IRCTC.NS,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,INE335Y01020
IRFC,IRFC.NS,Indian Railway Finance Corporation Ltd.,Financial Services,INE053F01010
IREDA,IREDA.NS,Indian Renewable Energy Development Agency Ltd.,Financial Services,INE202E01016
INDIGOPNTS,INDIGOPNTS.NS,Indigo Paints Ltd.,Consumer Durables,INE09VQ01012
ICIL,ICIL.NS,Indo Count Industries Ltd.,Textiles,INE483B01026
IGL,IGL.NS,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,INE203G01027
INDUSTOWER,INDUSTOWER.NS,Indus Towers Ltd.,Telecommunication,INE121J01017
INDUSINDBK,INDUSINDBK.NS,IndusInd Bank Ltd.,Financial Services,INE095A01012
NAUKRI,NAUKRI.NS,Info Edge (India) Ltd.,Consumer Services,INE663F01032
INFY,INFY.NS,Infosys Ltd.,Information Technology,INE009A01021
INOXGREEN,INOXGREEN.NS,Inox Green Energy Services Ltd.,Services,INE510W01014
INOXWIND,INOXWIND.NS,Inox Wind Ltd.,Capital Goods,INE066P01011
INTELLECT,INTELLECT.NS,Intellect Design Arena Ltd.,Information Technology,INE306R01017
INDIGO,INDIGO.NS,InterGlobe Aviation Ltd.,Services,INE646L01027
IGIL,IGIL.NS,International Gemological Institute Ltd.,Services,INE0Q9301021
IKS,IKS.NS,Inventurus Knowledge Solutions Ltd.,Information Technology,INE115Q01022
IONEXCHANG,IONEXCHANG.NS,Ion Exchange (India) Ltd.,Utilities,INE570A01022
IPCALAB,IPCALAB.NS,Ipca Laboratories Ltd.,Healthcare,INE571A01038
JBCHEPHARM,JBCHEPHARM.NS,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,INE572A01036
JKCEMENT,JKCEMENT.NS,J.K. Cement Ltd.,Construction Materials,INE823G01014
JBMA,JBMA.NS,JBM Auto Ltd.,Automobile and Auto Components,INE927D01051
JKLAKSHMI,JKLAKSHMI.NS,JK Lakshmi Cement Ltd.,Construction Materials,INE786A01032
JKPAPER,JKPAPER.NS,JK Paper Ltd.,Forest Materials,INE789E01012
JKTYRE,JKTYRE.NS,JK Tyre & Industries Ltd.,Automobile and Auto Components,INE573A01042
JMFINANCIL,JMFINANCIL.NS,JM Financial Ltd.,Financial Services,INE780C01023
JSWCEMENT,JSWCEMENT.NS,JSW Cement Ltd.,Construction Materials,INE718I01012
JSWDULUX,JSWDULUX.NS,JSW Dulux Ltd.,Consumer Durables,INE133A01011
JSWENERGY,JSWENERGY.NS,JSW Energy Ltd.,Power,INE121E01018
JSWINFRA,JSWINFRA.NS,JSW Infrastructure Ltd.,Services,INE880J01026
JSWSTEEL,JSWSTEEL.NS,JSW Steel Ltd.,Metals & Mining,INE019A01038
JAIBALAJI,JAIBALAJI.NS,Jai Balaji Industries Ltd.,Metals & Mining,INE091G01026
JAINREC,JAINREC.NS,Jain Resource Recycling Ltd.,Metals & Mining,INE0YD401026
JPPOWER,JPPOWER.NS,Jaiprakash Power Ventures Ltd.,Power,INE351F01018
J&KBANK,J&KBANK.NS,Jammu & Kashmir Bank Ltd.,Financial Services,INE168A01041
JAMNAAUTO,JAMNAAUTO.NS,Jamna Auto Industries Ltd.,Automobile and Auto Components,INE039C01032
JSFB,JSFB.NS,Jana Small Finance Bank Ltd.,Financial Services,INE953L01027
JAYNECOIND,JAYNECOIND.NS,Jayaswal Neco Industries Ltd.,Capital Goods,INE854B01010
JSLL,JSLL.NS,Jeena Sikho Lifecare Ltd.,Consumer Services,INE0J5801029
JINDALSAW,JINDALSAW.NS,Jindal Saw Ltd.,Capital Goods,INE324A01032
JSL,JSL.NS,Jindal Stainless Ltd.,Metals & Mining,INE220G01021
JINDALSTEL,JINDALSTEL.NS,Jindal Steel Ltd.,Metals & Mining,INE749A01030
JIOFIN,JIOFIN.NS,Jio Financial Services Ltd.,Financial Services,INE758E01017
JUBLFOOD,JUBLFOOD.NS,Jubilant Foodworks Ltd.,Consumer Services,INE797F01020
JUBLINGREA,JUBLINGREA.NS,Jubilant Ingrevia Ltd.,Chemicals,INE0BY001018
JUBLPHARMA,JUBLPHARMA.NS,Jubilant Pharmova Ltd.,Healthcare,INE700A01033
JLHL,JLHL.NS,Jupiter Life Line Hospitals Ltd.,Healthcare,INE682M01012
JWL,JWL.NS,Jupiter Wagons Ltd.,Capital Goods,INE209L01016
JUSTDIAL,JUSTDIAL.NS,Justdial Ltd.,Consumer Services,INE599M01018
JYOTHYLAB,JYOTHYLAB.NS,Jyothy Labs Ltd.,Fast Moving Consumer Goods,INE668F01031
JYOTICNC,JYOTICNC.NS,Jyoti CNC Automation Ltd.,Capital Goods,INE980O01024
KPRMILL,KPRMILL.NS,K.P.R. Mill Ltd.,Textiles,INE930H01031
KEI,KEI.NS,KEI Industries Ltd.,Capital Goods,INE878B01027
KNRCON,KNRCON.NS,KNR Constructions Ltd.,Construction,INE634I01029
KPIGREEN,KPIGREEN.NS,KPI Green Energy Ltd.,Power,INE542W01025
KPITTECH,KPITTECH.NS,KPIT Technologies Ltd.,Information Technology,INE04I401011
KRBL,KRBL.NS,KRBL Ltd.,Fast Moving Consumer Goods,INE001B01026
KRN,KRN.NS,KRN Heat Exchanger and Refrigeration Ltd.,Capital Goods,INE0Q3J01015
KSB,KSB.NS,KSB Ltd.,Capital Goods,INE999A01023
KAJARIACER,KAJARIACER.NS,Kajaria Ceramics Ltd.,Consumer Durables,INE217B01036
KPIL,KPIL.NS,Kalpataru Projects International Ltd.,Construction,INE220B01022
KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Ltd.,Consumer Durables,INE303R01014
KANSAINER,KANSAINER.NS,Kansai Nerolac Paints Ltd.,Consumer Durables,INE531A01024
KTKBANK,KTKBANK.NS,Karnataka Bank Ltd.,Financial Services,INE614B01018
KARURVYSYA,KARURVYSYA.NS,Karur Vysya Bank Ltd.,Financial Services,INE036D01028
KSCL,KSCL.NS,Kaveri Seed Company Ltd.,Fast Moving Consumer Goods,INE455I01029
KAYNES,KAYNES.NS,Kaynes Technology India Ltd.,Capital Goods,INE918Z01012
KEC,KEC.NS,Kec International Ltd.,Construction,INE389H01022
KFINTECH,KFINTECH.NS,Kfin Technologies Ltd.,Financial Services,INE138Y01010
KIRLOSBROS,KIRLOSBROS.NS,Kirloskar Brothers Ltd.,Capital Goods,INE732A01036
KIRLOSENG,KIRLOSENG.NS,Kirloskar Oil Eng Ltd.,Capital Goods,INE146L01010
KIRLPNU,KIRLPNU.NS,Kirloskar Pneumatic Company Ltd.,Capital Goods,INE811A01020
KITEX,KITEX.NS,Kitex Garments Ltd.,Textiles,INE602G01020
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Ltd.,Financial Services,INE237A01036
KIMS,KIMS.NS,Krishna Institute of Medical Sciences Ltd.,Healthcare,INE967H01025
LTF,LTF.NS,L&T Finance Ltd.,Financial Services,INE498L01015
LTTS,LTTS.NS,L&T Technology Services Ltd.,Information Technology,INE010V01017
LGEINDIA,LGEINDIA.NS,LG Electronics India Ltd.,Consumer Durables,INE324D01010
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Ltd.,Financial Services,INE115A01026
LTFOODS,LTFOODS.NS,LT Foods Ltd.,Fast Moving Consumer Goods,INE818H01020
LTM,LTM.NS,LTM Ltd.,Information Technology,INE214T01019
LT,LT.NS,Larsen & Toubro Ltd.,Construction,INE018A01030
LATENTVIEW,LATENTVIEW.NS,Latent View Analytics Ltd.,Information Technology,INE0I7C01011
LAURUSLABS,LAURUSLABS.NS,Laurus Labs Ltd.,Healthcare,INE947Q01028
LXCHEM,LXCHEM.NS,Laxmi Organic Industries Ltd.,Chemicals,INE576O01020
IXIGO,IXIGO.NS,Le Travenues Technology Ltd.,Consumer Services,INE0HV901016
THELEELA,THELEELA.NS,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,INE0AQ201015
LEMONTREE,LEMONTREE.NS,Lemon Tree Hotels Ltd.,Consumer Services,INE970X01018
LENSKART,LENSKART.NS,Lenskart Solutions Ltd.,Consumer Services,INE956O01016
LICI,LICI.NS,Life Insurance Corporation of India,Financial Services,INE0J1Y01017
LINDEINDIA,LINDEINDIA.NS,Linde India Ltd.,Chemicals,INE473A01011
LLOYDSENGG,LLOYDSENGG.NS,Lloyds Engineering Works Ltd.,Capital Goods,INE093R01011
LLOYDSENT,LLOYDSENT.NS,Lloyds Enterprises Ltd.,Metals & Mining,INE080I01025
LLOYDSME,LLOYDSME.NS,Lloyds Metals And Energy Ltd.,Metals & Mining,INE281B01032
LODHA,LODHA.NS,Lodha Developers Ltd.,Realty,INE670K01029
LUMAXTECH,LUMAXTECH.NS,Lumax Auto Technologies Ltd.,Automobile and Auto Components,INE872H01027
LUPIN,LUPIN.NS,Lupin Ltd.,Healthcare,INE326A01037
MMTC,MMTC.NS,MMTC Ltd.,Services,INE123F01029
MOIL,MOIL.NS,MOIL Ltd.,Metals & Mining,INE490G01020
MRF,MRF.NS,MRF Ltd.,Automobile and Auto Components,INE883A01011
MSTCLTD,MSTCLTD.NS,MSTC Ltd.,Services,INE255X01014
MTARTECH,MTARTECH.NS,MTAR Technologies Ltd.,Capital Goods,INE864I01014
MGL,MGL.NS,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,INE002S01010
MAHSCOOTER,MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Financial Services,INE288A01013
MAHSEAMLES,MAHSEAMLES.NS,Maharashtra Seamless Ltd.,Capital Goods,INE271B01025
M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Ltd.,Financial Services,INE774D01024
M&M,M&M.NS,Mahindra & Mahindra Ltd.,Automobile and Auto Components,INE101A01026
MANAPPURAM,MANAPPURAM.NS,Manappuram Finance Ltd.,Financial Services,INE522D01027
MRPL,MRPL.NS,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,INE103A01014
MANKIND,MANKIND.NS,Mankind Pharma Ltd.,Healthcare,INE634S01028
MANORAMA,MANORAMA.NS,Manorama Industries Ltd.,Fast Moving Consumer Goods,INE00VM01036
MARICO,MARICO.NS,Marico Ltd.,Fast Moving Consumer Goods,INE196A01026
MARKSANS,MARKSANS.NS,Marksans Pharma Ltd.,Healthcare,INE750C01026
MARUTI,MARUTI.NS,Maruti Suzuki India Ltd.,Automobile and Auto Components,INE585B01010
MASTEK,MASTEK.NS,Mastek Ltd.,Information Technology,INE759A01021
MFSL,MFSL.NS,Max Financial Services Ltd.,Financial Services,INE180A01020
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Ltd.,Healthcare,INE027H01010
MAZDOCK,MAZDOCK.NS,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,INE249Z01020
MEDPLUS,MEDPLUS.NS,Medplus Health Services Ltd.,Consumer Services,INE804L01022
MEESHO,MEESHO.NS,Meesho Ltd.,Consumer Services,INE0VDM01015
METROPOLIS,METROPOLIS.NS,Metropolis Healthcare Ltd.,Healthcare,INE112L01020
MINDACORP,MINDACORP.NS,Minda Corporation Ltd.,Automobile and Auto Components,INE842C01021
MIDHANI,MIDHANI.NS,Mishra Dhatu Nigam Ltd.,Capital Goods,INE099Z01011
MSUMI,MSUMI.NS,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,INE0FS801015
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Ltd.,Financial Services,INE338I01027
MPHASIS,MPHASIS.NS,MphasiS Ltd.,Information Technology,INE356A01018
BECTORFOOD,BECTORFOOD.NS,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,INE495P01020
MCX,MCX.NS,Multi Commodity Exchange of India Ltd.,Financial Services,INE745G01043
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance Ltd.,Financial Services,INE414G01012
NATCOPHARM,NATCOPHARM.NS,NATCO Pharma Ltd.,Healthcare,INE987B01026
NBCC,NBCC.NS,NBCC (India) Ltd.,Construction,INE095N01031
NCC,NCC.NS,NCC Ltd.,Construction,INE868B01028
NEOGEN,NEOGEN.NS,NEOGEN CHEMICALS LTD.,Chemicals,INE136S01016
NESCO,NESCO.NS,NESCO Ltd.,Services,INE317F01035
NHPC,NHPC.NS,NHPC Ltd.,Power,INE848E01016
NLCINDIA,NLCINDIA.NS,NLC India Ltd.,Power,INE589A01014
NMDC,NMDC.NS,NMDC Ltd.,Metals & Mining,INE584A01023
NSLNISP,NSLNISP.NS,NMDC Steel Ltd.,Metals & Mining,INE0NNS01018
NTPCGREEN,NTPCGREEN.NS,NTPC Green Energy Ltd.,Power,INE0ONG01011
NTPC,NTPC.NS,NTPC Ltd.,Power,INE733E01010
NH,NH.NS,Narayana Hrudayalaya Ltd.,Healthcare,INE410P01011
NATIONALUM,NATIONALUM.NS,National Aluminium Co. Ltd.,Metals & Mining,INE139A01034
NFL,NFL.NS,National Fertilizers Ltd.,Chemicals,INE870D01012
NAVA,NAVA.NS,Nava Ltd.,Power,INE725A01030
NAVINFLUOR,NAVINFLUOR.NS,Navin Fluorine International Ltd.,Chemicals,INE048G01026
NAZARA,NAZARA.NS,Nazara Technologies Ltd.,Media Entertainment & Publication,INE418L01047
NESTLEIND,NESTLEIND.NS,Nestle India Ltd.,Fast Moving Consumer Goods,INE239A01024
NETWEB,NETWEB.NS,Netweb Technologies India Ltd.,Information Technology,INE0NT901020
NETWORK18,NETWORK18.NS,Network18 Media & Investments Ltd.,Media Entertainment & Publication,INE870H01013
NEULANDLAB,NEULANDLAB.NS,Neuland Laboratories Ltd.,Healthcare,INE794A01010
NEWGEN,NEWGEN.NS,Newgen Software Technologies Ltd.,Information Technology,INE619B01017
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Ltd.,Financial Services,INE298J01013
NIVABUPA,NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services,INE995S01015
NUVAMA,NUVAMA.NS,Nuvama Wealth Management Ltd.,Financial Services,INE531F01023
NUVOCO,NUVOCO.NS,Nuvoco Vistas Corporation Ltd.,Construction Materials,INE118D01016
OBEROIRLTY,OBEROIRLTY.NS,Oberoi Realty Ltd.,Realty,INE093I01010
ONGC,ONGC.NS,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,INE213A01029
OIL,OIL.NS,Oil India Ltd.,Oil Gas & Consumable Fuels,INE274J01014
OLAELEC,OLAELEC.NS,Ola Electric Mobility Ltd.,Automobile and Auto Components,INE0LXG01040
OLECTRA,OLECTRA.NS,Olectra Greentech Ltd.,Automobile and Auto Components,INE260D01016
PAYTM,PAYTM.NS,One 97 Communications Ltd.,Financial Services,INE982J01020
ONESOURCE,ONESOURCE.NS,Onesource Specialty Pharma Ltd.,Healthcare,INE013P01021
OPTIEMUS,OPTIEMUS.NS,Optiemus Infracom Ltd.,Telecommunication,INE350C01017
OFSS,OFSS.NS,Oracle Financial Services Software Ltd.,Information Technology,INE881D01027
ORIENTCEM,ORIENTCEM.NS,Orient Cement Ltd.,Construction Materials,INE876N01018
ORKLAINDIA,ORKLAINDIA.NS,Orkla India Ltd.,Fast Moving Consumer Goods,INE16NZ01023
OSWALPUMPS,OSWALPUMPS.NS,Oswal Pumps Ltd.,Capital Goods,INE0BYP01024
PNGJL,PNGJL.NS,P N Gadgil Jewellers Ltd.,Consumer Durables,INE953R01016
POLICYBZR,POLICYBZR.NS,PB Fintech Ltd.,Financial Services,INE417T01026
PCJEWELLER,PCJEWELLER.NS,PC Jeweller Ltd.,Consumer Durables,INE785M01021
PCBL,PCBL.NS,PCBL Chemical Ltd.,Chemicals,INE602A01031
PGEL,PGEL.NS,PG Electroplast Ltd.,Consumer Durables,INE457L01029
PIIND,PIIND.NS,PI Industries Ltd.,Chemicals,INE603J01030
PNBHOUSING,PNBHOUSING.NS,PNB Housing Finance Ltd.,Financial Services,INE572E01012
PNCINFRA,PNCINFRA.NS,PNC Infratech Ltd.,Construction,INE195J01029
PTC,PTC.NS,PTC India Ltd.,Power,INE877F01012
PTCIL,PTCIL.NS,PTC Industries Ltd.,Capital Goods,INE596F01018
PVRINOX,PVRINOX.NS,PVR INOX Ltd.,Media Entertainment & Publication,INE191H01014
PAGEIND,PAGEIND.NS,Page Industries Ltd.,Textiles,INE761H01022
PARADEEP,PARADEEP.NS,Paradeep Phosphates Ltd.,Chemicals,INE088F01024
PARAS,PARAS.NS,Paras Defence and Space Technologies Ltd.,Capital Goods,INE045601023
PARKHOSPS,PARKHOSPS.NS,Park Medi World Ltd.,Healthcare,INE119201023
PATANJALI,PATANJALI.NS,Patanjali Foods Ltd.,Fast Moving Consumer Goods,INE619A01035
PGIL,PGIL.NS,Pearl Global Industries Ltd.,Textiles,INE940H01022
PERSISTENT,PERSISTENT.NS,Persistent Systems Ltd.,Information Technology,INE262H01021
PETRONET,PETRONET.NS,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,INE347G01014
PFIZER,PFIZER.NS,Pfizer Ltd.,Healthcare,INE182A01018
PHOENIXLTD,PHOENIXLTD.NS,Phoenix Mills Ltd.,Realty,INE211B01039
PWL,PWL.NS,Physicswallah Ltd.,Consumer Services,INE0LP301011
PICCADIL,PICCADIL.NS,Piccadily Agro Industries Ltd.,Fast Moving Consumer Goods,INE546C01010
PIDILITIND,PIDILITIND.NS,Pidilite Industries Ltd.,Chemicals,INE318A01026
PINELABS,PINELABS.NS,Pine Labs Ltd.,Financial Services,INE15B701018
PIRAMALFIN,PIRAMALFIN.NS,Piramal Finance Ltd.,Financial Services,INE202B01038
PPLPHARMA,PPLPHARMA.NS,Piramal Pharma Ltd.,Healthcare,INE0DK501011
POLYMED,POLYMED.NS,Poly Medicure Ltd.,Healthcare,INE205C01021
POLYCAB,POLYCAB.NS,Polycab India Ltd.,Capital Goods,INE455K01017
POONAWALLA,POONAWALLA.NS,Poonawalla Fincorp Ltd.,Financial Services,INE511C01022
PFC,PFC.NS,Power Finance Corporation Ltd.,Financial Services,INE134E01011
POWERGRID,POWERGRID.NS,Power Grid Corporation of India Ltd.,Power,INE752E01010
POWERMECH,POWERMECH.NS,Power Mech Projects Ltd.,Construction,INE211R01019
PRAJIND,PRAJIND.NS,Praj Industries Ltd.,Capital Goods,INE074A01025
PREMIERENE,PREMIERENE.NS,Premier Energies Ltd.,Capital Goods,INE0BS701011
PRESTIGE,PRESTIGE.NS,Prestige Estates Projects Ltd.,Realty,INE811K01011
PRICOLLTD,PRICOLLTD.NS,Pricol Ltd.,Automobile and Auto Components,INE726V01018
PFOCUS,PFOCUS.NS,Prime Focus Ltd.,Media Entertainment & Publication,INE367G01038
PRSMJOHNSN,PRSMJOHNSN.NS,Prism Johnson Ltd.,Construction Materials,INE010A01011
PRIVISCL,PRIVISCL.NS,Privi Speciality Chemicals Ltd.,Chemicals,INE959A01019
PRUDENT,PRUDENT.NS,Prudent Corporate Advisory Services Ltd.,Financial Services,INE00F201020
PNB,PNB.NS,Punjab National Bank,Financial Services,INE160A01022
PURVA,PURVA.NS,Puravankara Ltd.,Realty,INE323I01011
QPOWER,QPOWER.NS,Quality Power Electrical Equipments Ltd.,Capital Goods,INE0SII01026
QUESS,QUESS.NS,Quess Corp Ltd.,Services,INE615P01015
RRKABEL,RRKABEL.NS,R R Kabel Ltd.,Capital Goods,INE777K01022
RBLBANK,RBLBANK.NS,RBL Bank Ltd.,Financial Services,INE976G01028
RECLTD,RECLTD.NS,REC Ltd.,Financial Services,INE020B01018
RHIM,RHIM.NS,RHI MAGNESITA INDIA LTD.,Capital Goods,INE743M01012
RITES,RITES.NS,RITES Ltd.,Construction,INE320J01015
RADICO,RADICO.NS,Radico Khaitan Ltd,Fast Moving Consumer Goods,INE944F01028
RVNL,RVNL.NS,Rail Vikas Nigam Ltd.,Construction,INE415G01027
RAILTEL,RAILTEL.NS,Railtel Corporation Of India Ltd.,Telecommunication,INE0DD101019
RAIN,RAIN.NS,Rain Industries Ltd,Chemicals,INE855B01025
RAINBOW,RAINBOW.NS,Rainbow Childrens Medicare Ltd.,Healthcare,INE961O01016
RALLIS,RALLIS.NS,Rallis India Ltd.,Chemicals,INE613A01020
RKFORGE,RKFORGE.NS,Ramkrishna Forgings Ltd.,Automobile and Auto Components,INE399G01023
RCF,RCF.NS,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,INE027A01015
RATEGAIN,RATEGAIN.NS,Rategain Travel Technologies Ltd.,Information Technology,INE0CLI01024
RATNAMANI,RATNAMANI.NS,Ratnamani Metals & Tubes Ltd.,Capital Goods,INE703B01027
RTNINDIA,RTNINDIA.NS,RattanIndia Enterprises Ltd.,Consumer Services,INE834M01019
RTNPOWER,RTNPOWER.NS,RattanIndia Power Ltd.,Power,INE399K01017
RAYMONDLSL,RAYMONDLSL.NS,Raymond Lifestyle Ltd.,Textiles,INE02ID01020
REDINGTON,REDINGTON.NS,Redington Ltd.,Services,INE891D01026
REDTAPE,REDTAPE.NS,Redtape Ltd.,Consumer Durables,INE0LXT01019
REFEX,REFEX.NS,Refex Industries Ltd.,Utilities,INE056I01025
RELAXO,RELAXO.NS,Relaxo Footwears Ltd.,Consumer Durables,INE131B01039
RELIANCE,RELIANCE.NS,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,INE002A01018
RPOWER,RPOWER.NS,Reliance Power Ltd.,Power,INE614G01033
RELIGARE,RELIGARE.NS,Religare Enterprises Ltd.,Financial Services,INE621H01010
RBA,RBA.NS,Restaurant Brands Asia Ltd.,Consumer Services,INE07T201019
ROUTE,ROUTE.NS,Route Mobile Ltd.,Telecommunication,INE450U01017
RUBICON,RUBICON.NS,Rubicon Research Ltd.,Healthcare,INE506V01022
SBFC,SBFC.NS,SBFC Finance Ltd.,Financial Services,INE423Y01016
SBICARD,SBICARD.NS,SBI Cards and Payment Services Ltd.,Financial Services,INE018E01016
SBILIFE,SBILIFE.NS,SBI Life Insurance Company Ltd.,Financial Services,INE123W01016
SJVN,SJVN.NS,SJVN Ltd.,Power,INE002L01015
SKFINDUS,SKFINDUS.NS,SKF India (Industrial) Ltd.,Capital Goods,INE2J8701016
SKFINDIA,SKFINDIA.NS,SKF India Ltd.,Automobile and Auto Components,INE640A01023
SKYGOLD,SKYGOLD.NS,SKY GOLD AND DIAMONDS Ltd.,Consumer Durables,INE01IU01018
SMLMAH,SMLMAH.NS,SML Mahindra Ltd.,Capital Goods,INE294B01019
SRF,SRF.NS,SRF Ltd.,Chemicals,INE647A01010
SAATVIKGL,SAATVIKGL.NS,Saatvik Green Energy Ltd.,Capital Goods,INE13B501022
SAFARI,SAFARI.NS,Safari Industries (India) Ltd.,Consumer Durables,INE429E01023
SAGILITY,SAGILITY.NS,Sagility Ltd.,Information Technology,INE0W2G01015
SAILIFE,SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare,INE570L01029
SAMHI,SAMHI.NS,Samhi Hotels Ltd.,Consumer Services,INE08U801020
SAMMAANCAP,SAMMAANCAP.NS,Sammaan Capital Ltd.,Financial Services,INE148I01020
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Ltd.,Automobile and Auto Components,INE775A01035
SANDUMA,SANDUMA.NS,Sandur Manganese & Iron Ores Ltd.,Metals & Mining,INE149K01016
SANOFICONR,SANOFICONR.NS,Sanofi Consumer Healthcare India Ltd.,Healthcare,INE0UOS01011
SANSERA,SANSERA.NS,Sansera Engineering Ltd.,Automobile and Auto Components,INE953O01021
SAPPHIRE,SAPPHIRE.NS,Sapphire Foods India Ltd.,Consumer Services,INE806T01020
SARDAEN,SARDAEN.NS,Sarda Energy and Minerals Ltd.,Metals & Mining,INE385C01021
SAREGAMA,SAREGAMA.NS,Saregama India Ltd,Media Entertainment & Publication,INE979A01025
SCHAEFFLER,SCHAEFFLER.NS,Schaeffler India Ltd.,Automobile and Auto Components,INE513A01022
SCHNEIDER,SCHNEIDER.NS,Schneider Electric Infrastructure Ltd.,Capital Goods,INE839M01018
SENCO,SENCO.NS,Senco Gold Ltd.,Consumer Durables,INE602W01027
STYL,STYL.NS,Seshaasai Technologies Ltd.,Financial Services,INE04VU01023
SHAILY,SHAILY.NS,Shaily Engineering Plastics Ltd.,Consumer Durables,INE151G01028
SHAKTIPUMP,SHAKTIPUMP.NS,Shakti Pumps (India) Ltd.,Capital Goods,INE908D01010
SHARDACROP,SHARDACROP.NS,Sharda Cropchem Ltd.,Chemicals,INE221J01015
SHAREINDIA,SHAREINDIA.NS,Share India Securities Ltd.,Financial Services,INE932X01026
